apogee_id,param_m_h,param_m_h_err,param_alpha_m,param_alpha_m_err,glat
2M23534559+6236048,-0.4129037,0.03364757,0.05265288,0.01596937,0.468942610267
2M17594392-2413078,-9999,-1,-9999,-1,-0.314309813282
2M18002180-2321227,-9999,-1,-9999,-1,-0.0109053382962
2M18060788-2004006,-9999,-1,-9999,-1,0.442889185505
2M18441258-0238263,-0.02601429,0.02518034,0.03217771,0.01242675,0.402735981538
2M18443343-0345095,0.02984865,0.02648052,-8.728821E-05,0.01214318,-0.182400928081
2M18451032-0327448,-9999,-1,-9999,-1,-0.186324940675
2M18451310-0331184,-0.1309822,0.03039449,0.09460704,0.0136952,-0.223729081601
2M18451453-0326368,0.1026037,0.02500043,-0.03083092,0.01145039,-0.193278080559
2M18452098-0320108,-9999,-1,-9999,-1,-0.168187931372
2M01424168+6242192,0.2700611,0.0265555,0.02371657,0.01035403,0.416129151762
2M04313814+4733204,-0.3785156,0.03349928,0.1042247,0.01750086,-0.435133697358
2M04383420+4658446,-0.1636422,0.03208744,0.05251384,0.01515218,0.0422971786335
2M05242374+3613493,-9999,-1,-9999,-1,0.192243469621
2M05260293+3500320,-0.2815914,0.03250952,0.05645626,0.01485783,-0.215029848746
2M05271937+3447466,-0.3282753,0.03278888,0.09308466,0.0170073,-0.116916119484
2M17403908-2957417,0.2936981,0.02559872,0.03191066,0.009925046,0.381337151717
2M17413119-3102267,-9999,-1,-9999,-1,-0.348657473965
2M17424405-3017016,-9999,-1,-9999,-1,-0.171276684652
2M17465568-2734069,-9999,-1,-9999,-1,0.464928391404
2M17474898-2733180,-9999,-1,-9999,-1,0.303542803492
2M17475015-2737323,0.177622,0.0236868,-0.01344389,0.01055528,0.263310811366
2M17502465-2626411,-9999,-1,-9999,-1,0.379672986208
2M17513026-2744547,-9999,-1,-9999,-1,-0.496505150538
2M19445018+2335199,-0.1276534,0.03159412,0.05977019,0.0134941,-0.335013761068
2M19445263+2510229,0.03320578,0.02677284,0.07965422,0.01256599,0.449290537124
2M19445354+2317261,0.4166436,0.02442414,0.02686887,0.009488853,-0.495299584144
2M19451426+2401009,-0.03161756,0.02789712,0.01918446,0.01178705,-0.200253909507
2M19452181+2443278,-9999,-1,-9999,-1,0.129291823364
2M19453063+2415008,0.2757783,0.02483518,0.05576231,0.01018602,-0.137227311364
2M19455606+2449031,-0.02433383,0.02572844,-0.01952455,0.01110846,0.0638801147494
2M19462563+2414508,0.4886291,0.021923,0.02958923,0.008768192,-0.319367435549
2M19463818+2510440,0.2020406,0.02546928,-0.01796854,0.01121513,0.107890126247
2M19465306+2438259,0.1612594,0.02546608,0.04759558,0.01015098,-0.211586684498
2M19465931+2422037,0.4213412,0.02476542,0.03195093,0.009244079,-0.369399482508
2M06022634+2326227,-0.07611498,0.02921598,0.04530103,0.01402442,0.466120644007
2M06030615+2148121,-0.1223213,0.02754265,0.00682063,0.01212181,-0.207447546808
2M06030650+2213182,-0.2618329,0.03105657,0.07748707,0.01605254,-0.000169786631263
2M06031906+2201543,-0.3303274,0.03249981,0.09336366,0.01501571,-0.0515622620377
2M06051890+2136512,0.02067208,0.0288294,0.08622978,0.01319566,0.147352312539
2M06063662+2131544,0.383552,0.02519777,0.01453307,0.009191734,0.369838671677
2M06304229+0951126,-9999,-1,-9999,-1,-0.0677933449554
2M06310433+0954250,-0.5913785,0.03580327,0.06114106,0.01807272,0.03712093242
2M06311447+0841289,-9999,-1,-9999,-1,-0.488337598405
2M23591175+6218385,0.2233788,0.02603365,0.05086856,0.01126099,0.052067429329
2M05141819+3830401,-9999,-1,-9999,-1,-0.141609020253
2M05142737+3819428,-0.4115449,0.03358663,0.2514477,0.01817946,-0.224024411734
2M05161261+3804083,-9999,-1,-9999,-1,-0.0950983244495
2M17574727-2351260,-9999,-1,-9999,-1,0.250784195191
2M17575769-2358259,-9999,-1,-9999,-1,0.158093335987
2M17580120-2348139,-9999,-1,-9999,-1,0.231514852312
2M17582012-2351329,-9999,-1,-9999,-1,0.141438335291
2M17582291-2353542,-9999,-1,-9999,-1,0.112627062385
2M17582322-2402047,-9999,-1,-9999,-1,0.0435484169467
2M17583670-2342274,-9999,-1,-9999,-1,0.162369985689
2M17583870-2353355,-9999,-1,-9999,-1,0.0630878912654
2M17584903-2348149,-9999,-1,-9999,-1,0.0734548678065
2M18033087-2209489,0.3439053,0.0246851,0.08624637,0.009709507,-0.0528634481088
2M18042703-2228572,-9999,-1,-9999,-1,-0.398125467627
2M18051383-2147234,-9999,-1,-9999,-1,-0.216050117546
2M06371437+0548220,-9999,-1,-9999,-1,-0.497873255385
2M06373548+0623061,-0.4010054,0.03445926,0.1010315,0.01726474,-0.154344041771
2M21151023+4838056,-0.1035413,0.02837791,0.03004816,0.01230521,-0.167755126329
2M21160521+4839371,0.07987709,0.02949561,0.02271744,0.01174314,-0.258987014847
2M06110793+1749448,0.05141763,0.02904954,0.04655351,0.01174509,-0.493967780177
2M06175424+1503587,-0.3552847,0.03182855,0.0476093,0.01597524,-0.387868914593
2M06181062+1645532,-9999,-1,-9999,-1,0.474883545534
2M06194919+1459245,0.00572544,0.02993528,0.02931374,0.01224796,-0.0163786433971
2M06204788+1452489,-0.2469341,0.03108053,0.005790316,0.01400933,0.14016510448
2M06210868+1504156,0.2374499,0.02727379,0.01375457,0.0103653,0.303845234447
2M07302341-1849007,0.03025415,0.02954644,0.004916967,0.01250104,-0.262612632989
2M07313359-1927175,0.1739864,0.02811085,0.03397396,0.01088792,-0.327213718011
2M07314818-1926093,0.2027546,0.02744996,0.04721882,0.01056613,-0.267847299662
2M18395992-0517342,-9999,-1,-9999,-1,0.123374109017
2M17525731-2532315,-9999,-1,-9999,-1,0.348766887972
2M17540642-2517587,-9999,-1,-9999,-1,0.247639694567
2M17545986-2550120,0.1349005,0.028226,0.003980415,0.01109966,-0.197202291527
2M17551371-2541213,0.4429831,0.02489508,-0.03549929,0.008889473,-0.16765334071
2M17563051-2547034,-9999,-1,-9999,-1,-0.464558135116
2M05440973+2900476,-0.3459274,0.03259622,0.08010253,0.01629786,-0.231525585239
2M05441497+2928497,-0.4927858,0.03334118,0.1496377,0.01854013,0.0293344290433
2M05443016+2940230,-0.1151777,0.02805546,-0.001028119,0.01225749,0.177034385005
2M05443612+2937233,-0.2037838,0.03106527,0.02353061,0.01375258,0.169313071442
2M05461497+2747203,-0.3292428,0.03331104,0.1426377,0.0168805,-0.478718816695
2M05471671+2830015,-0.1309542,0.0306348,0.04142779,0.01468528,0.0844161628468
2M05474375+2831416,-0.1893183,0.03187086,0.03651926,0.01524076,0.183494163213
2M21085150+4734052,-0.04007623,0.02928521,0.06354325,0.01389197,-0.132457891981
2M21111648+4849573,0.2031507,0.02451274,0.01026987,0.01013132,0.434167039514
2M21131613+4830495,0.4021072,0.02518757,0.05376213,0.01022623,-0.0241015792205
2M21134206+4839585,0.2753937,0.02418197,0.02508464,0.009938776,0.029249207764
2M17530202-2537097,-9999,-1,-9999,-1,0.294258868959
2M17531197-2541296,-9999,-1,-9999,-1,0.225391986316
2M17531804-2548058,-9999,-1,-9999,-1,0.14986721804
2M00195429+6231538,-9999,-1,-9999,-1,-0.117709409276
2M00272106+6259056,-0.04503439,0.02944181,0.05291395,0.0128336,0.241109090132
2M00284518+6239253,-9999,-1,-9999,-1,-0.0999392955412
2M00323628+6307006,-0.1702246,0.03086121,0.1013751,0.01503094,0.323055923223
2M00331236+6300491,-0.1593598,0.0296851,0.09045088,0.01464988,0.215216970012
2M00334085+6241566,-9999,-1,-9999,-1,-0.1023755121
2M20224042+3704512,-0.7079537,0.03845491,0.2175226,0.02007489,-0.0178432800111
2M22274530+5717529,-0.3734539,0.03194852,0.1051963,0.01603052,-0.325649172354
2M22323166+5754020,-9999,-1,-9999,-1,-0.138029750693
2M17422707-2926200,-9999,-1,-9999,-1,0.325763602588
2M17430981-2924033,-9999,-1,-9999,-1,0.213860696491
2M17434750-2923098,-9999,-1,-9999,-1,0.10519173707
2M17445535-2859471,-9999,-1,-9999,-1,0.0987885140916
2M17453070-2815270,-9999,-1,-9999,-1,0.37401330455
2M17453382-2840395,-9999,-1,-9999,-1,0.145300885592
2M17453558-2848353,-9999,-1,-9999,-1,0.0709333050378
2M18290678-1031390,0.127423,0.02814003,-0.003926502,0.01154067,0.102565237273
2M18303225-0914240,-9999,-1,-9999,-1,0.38862081495
2M18313465-0904494,-9999,-1,-9999,-1,0.234916316494
2M00011390+6228585,-0.5261981,0.0329721,0.2382692,0.0164973,0.174359285682
2M18005776-2400523,-9999,-1,-9999,-1,-0.456599859039
2M18430612-0303042,0.4147036,0.02561667,0.2016124,0.01019306,0.461151452372
2M18431412-0321400,0.4409993,0.02460345,-0.00329884,0.01012021,0.289893619951
2M18432333-0310374,0.3224037,0.02273025,-0.05255929,0.009552833,0.339908187963
2M18445109-0257397,0.2633988,0.02431279,-0.01540826,0.009395985,0.113817293227
2M18450424-0342261,0.3191826,0.02283487,-0.03195043,0.009753205,-0.275628330303
2M18450657-0318212,0.1515079,0.02783521,0.05974017,0.01090715,-0.100966591705
2M18451027-0350012,0.4715627,0.02091069,-0.0313183,0.008763239,-0.35567996831
2M18455403-0317057,0.411657,0.02299427,-0.003802557,0.00847635,-0.267042818808
2M18460639-0338191,-9999,-1,-9999,-1,-0.474234045824
2M03131238+5715113,-9999,-1,-9999,-1,-0.498341237202
2M03140624+5728568,-9999,-1,-9999,-1,-0.239507727362
2M04302418+4748095,0.0318381,0.03000518,0.01891486,0.01213735,-0.41692177263
2M04395526+4603217,-0.2316389,0.03169899,0.04719508,0.01427883,-0.398991540833
2M05222592+3617596,-0.614243,0.03536075,0.1239562,0.01948911,-0.0951075388006
2M05271338+3537031,-0.4697372,0.03246769,0.04801387,0.01591633,0.323413946469
2M05274636+3450173,-0.5080366,0.03438391,0.1053681,0.01902807,-0.016909304381
2M17395542-3022129,-9999,-1,-9999,-1,0.297676602501
2M17400510-3022312,0.2862643,0.0272848,0.01393425,0.01035529,0.265528298066
2M17403028-3050338,-9999,-1,-9999,-1,-0.0591481504522
2M17404034-3016574,-9999,-1,-9999,-1,0.207307608061
2M17411582-3107006,0.4053884,0.02191965,-0.02264399,0.008994341,-0.34233478308
2M17424763-2956256,-9999,-1,-9999,-1,-0.00155078010227
2M17494653-2634443,-9999,-1,-9999,-1,0.432803865156
2M17503164-2758364,0.3345989,0.02478021,0.03492796,0.009694218,-0.427727499459
2M19434247+2256175,-0.1091422,0.03061221,0.1047682,0.01359893,-0.435275061284
2M19445291+2451239,-0.3851343,0.03328031,0.2247763,0.01708397,0.290109242107
2M19445757+2433114,0.37016,0.02417043,0.04732205,0.009179263,0.123031038611
2M19453282+2459322,0.0437078,0.02595168,-0.008611868,0.0111643,0.227517027157
2M19470481+2502319,0.3677767,0.02458663,0.0192144,0.01084847,-0.0476973856743
2M06014551+2248066,-0.3323296,0.0292107,0.006799705,0.01386874,0.0149982685098
2M06015855+2228568,-0.4017248,0.03204442,0.09361633,0.01530897,-0.0993242309439
2M06041803+2203285,-0.2013904,0.02912838,0.03106692,0.01307772,0.159638390377
2M06052347+2118394,-0.09186033,0.03033412,0.03054801,0.01422566,0.0143940319364
2M06302752+0903108,-0.200998,0.03128315,0.07734336,0.01381027,-0.492297473578
2M06325529+0931494,0.2451381,0.02639739,0.0003578588,0.01098516,0.267220960288
2M23582454+6222497,0.2417076,0.02672985,0.01985862,0.01018957,0.138875758636
2M23591931+6244094,-0.09875352,0.02961138,0.0764565,0.01268693,0.465722697527
2M05130034+3820164,-0.3044757,0.03141424,0.05280512,0.01511144,-0.44904742426
2M05141014+3835072,-9999,-1,-9999,-1,-0.119509841328
2M05180728+3810595,-0.4022558,0.03074954,0.05153281,0.014835,0.277576665768
2M05183490+3719567,0.1199412,0.02773646,0.02050802,0.0131252,-0.137923763685
2M05190319+3732517,-0.3423831,0.0315356,0.1252506,0.01623852,0.0623986994982
2M05195509+3802194,-0.07547064,0.0284736,0.02154536,0.01219338,0.483953234016
2M17571392-2351318,-9999,-1,-9999,-1,0.359988888839
2M17572049-2343405,-9999,-1,-9999,-1,0.403938697472
2M17572454-2341157,-9999,-1,-9999,-1,0.410708960269
2M17573204-2349562,-9999,-1,-9999,-1,0.313551056436
2M17573248-2344276,-9999,-1,-9999,-1,0.357808891733
2M17574253-2400126,-9999,-1,-9999,-1,0.19320028504
2M17574953-2402318,-9999,-1,-9999,-1,0.150772180659
2M17590432-2317278,-9999,-1,-9999,-1,0.278701753719
2M17590515-2319305,-9999,-1,-9999,-1,0.258957938747
2M17591752-2326355,-9999,-1,-9999,-1,0.159114242125
2M18013697-2247083,0.4920729,0.02482129,-0.007858723,0.008693939,0.0216840983978
2M18014838-2248391,-9999,-1,-9999,-1,-0.0288896800499
2M18015287-2213238,-0.2931104,0.02879405,0.1435967,0.01349367,0.246601223684
2M18021490-2208179,-9999,-1,-9999,-1,0.214669982628
2M18024247-2205161,-9999,-1,-9999,-1,0.147023704172
2M18033981-2141258,0.228614,0.02294254,-0.0340893,0.01016864,0.149758163277
2M18043269-2121511,-0.1761493,0.02714144,0.1880867,0.01232683,0.131470557096
2M18043331-2222297,-0.9538391,0.03522949,0.0846967,0.02265694,-0.366394143344
2M18102035-1911513,-9999,-1,-9999,-1,-0.00124086779003
2M18105251-1916242,0.461305,0.02535204,0.0272387,0.008946161,-0.148620447811
2M18112432-1849484,0.279945,0.0233455,-0.0101726,0.0094894,-0.0448187809436
2M06361513+0640287,-0.1787983,0.02973763,0.08573224,0.01532971,-0.316700705131
2M06385326+0528567,-0.2051224,0.03055258,-0.003738814,0.01358598,-0.282098610536
2M18410013-0510276,-0.1407075,0.02685856,-0.0184433,0.01204354,-0.0444450354906
2M17532805-2512049,0.4219812,0.02270301,-0.01471137,0.008359428,0.422121330564
2M05433705+2923538,-9999,-1,-9999,-1,-0.130905618237
2M05440644+2948230,-0.134702,0.03076584,0.02675004,0.0132615,0.173683323321
2M05444768+2830507,-0.3939583,0.03365156,0.06545191,0.017018,-0.374490270239
2M05445028+2847562,-0.4204761,0.0334183,0.067626,0.01764414,-0.21755316622
2M05445443+2917178,-0.1759424,0.03056295,0.05528639,0.01501284,0.0509611236847
2M05461937+2757021,-9999,-1,-9999,-1,-0.380847642573
2M05480353+2733061,-0.3744358,0.03350578,0.0455336,0.01765155,-0.259084164153
2M05482336+2800243,-0.2193555,0.03214304,0.09606095,0.01420933,0.0385232067636
2M17525710-2528206,-9999,-1,-9999,-1,0.384880060834
2M17530913-2545536,-9999,-1,-9999,-1,0.197300442694
2M17533010-2513321,-9999,-1,-9999,-1,0.403184861302
2M00282180+6306413,-0.2361224,0.03099373,0.03545827,0.01537322,0.356661535386
2M00330406+6219177,-0.3336489,0.03267523,0.07474039,0.01681849,-0.473946213409
2M00370389+6304082,-0.09335116,0.03023418,0.08243828,0.01359219,0.242765025768
2M00372794+6255142,0.1928078,0.0265953,0.01882637,0.0103568,0.0921473037348
2M21113169+4736409,-0.0457314,0.02843076,0.08633849,0.01355419,-0.432411270672
2M21121787+4828148,0.3128392,0.02527199,0.08229841,0.01038973,0.0631685101283
2M21140327+4808513,0.1743775,0.02839788,0.01080119,0.01109861,-0.371202971971
2M20170054+3557266,-9999,-1,-9999,-1,0.285010302969
2M20210932+3724191,-0.01539012,0.02698334,0.01953156,0.01141365,0.415362086087
2M20232190+3626460,-0.1599268,0.02738675,0.02880918,0.01297613,-0.494786050197
2M20255896+3712559,-0.332354,0.02875114,0.0246187,0.01374864,-0.479669599491
2M17432576-2938195,-9999,-1,-9999,-1,0.0397090082701
2M17442665-2940293,-9999,-1,-9999,-1,-0.166960361104
2M17444968-2944474,-9999,-1,-9999,-1,-0.275485463322
2M17445546-2901433,-9999,-1,-9999,-1,0.0815772854931
2M17452939-2945002,-9999,-1,-9999,-1,-0.399864125304
2M17460215-2857235,-9999,-1,-9999,-1,-0.0882220880535
2M18284252-0958026,-9999,-1,-9999,-1,0.450726071332
2M18304129-1009044,0.1140031,0.02520711,-0.02333375,0.01114185,-0.0662597898131
2M18310733-0953203,-9999,-1,-9999,-1,-0.0395844728466
2M18311028-0856185,0.3829693,0.02193333,-0.0514743,0.009348212,0.389496467482
2M18331673-0946060,0.5331108,0.02266227,-0.07431611,0.00797951,-0.454964486772
2M00002227+6223341,-0.6362738,0.03238408,0.03292771,0.0170999,0.105403435092
2M00034791+6223180,-0.5966768,0.03367521,0.06402334,0.01727877,0.0255117769009
2M17594020-2317376,-9999,-1,-9999,-1,0.158283041207
2M17594206-2410410,-9999,-1,-9999,-1,-0.287901999184
2M17595090-2335045,-9999,-1,-9999,-1,-0.0218687704463
2M18001019-2353463,-9999,-1,-9999,-1,-0.240628064711
2M18002704-2326093,-9999,-1,-9999,-1,-0.0678162079609
2M18003591-2348019,-9999,-1,-9999,-1,-0.278189932003
2M18004077-2324250,-9999,-1,-9999,-1,-0.0990099924742
2M18054702-2008548,-9999,-1,-9999,-1,0.474203408617
2M18061457-2003587,-9999,-1,-9999,-1,0.420326085994
2M18434363-0258206,0.5030226,0.02328257,-0.077766,0.008244789,0.358320648981
2M18451098-0315576,-9999,-1,-9999,-1,-0.0990965275257
2M18451677-0327488,0.4490322,0.02398319,0.0653363,0.0100981,-0.210728670191
2M18452455-0323078,-2.170171,0.07287616,-0.7502693,0.06829829,-0.203870860385
2M18453462-0352159,0.2728924,0.02305225,-0.0550133,0.00985752,-0.462806213543
2M18455085-0324362,0.3816221,0.02409409,0.06527709,0.008890986,-0.312386373891
2M18455141-0337332,-9999,-1,-9999,-1,-0.412976620421
2M18455608-0318152,0.2798235,0.02724119,0.03582089,0.01017703,-0.283450527452
2M03172698+5744585,0.2404173,0.0270172,0.09416142,0.01027836,0.222817548076
2M03204203+5715204,-0.07878654,0.03062699,0.08595356,0.01327504,0.0387407223834
2M03220356+5654161,-9999,-1,-9999,-1,-0.156497189694
2M03254572+5638560,-0.07477611,0.02901028,0.09343842,0.01402053,-0.0914099647249
2M03284558+5615542,-0.1410063,0.03082053,0.08065045,0.01396102,-0.177804289452
2M04331975+4719064,-9999,-1,-9999,-1,-0.387477238718
2M04354449+4753247,0.06392399,0.02800622,-0.02050592,0.01136253,0.298911354422
2M04355667+4736253,-9999,-1,-9999,-1,0.133255937734
2M05211592+3608467,-0.3222355,0.03356725,0.04804891,0.01568617,-0.375992293171
2M05221364+3605087,-9999,-1,-9999,-1,-0.250580018258
2M05234911+3618515,-0.1063953,0.0295576,0.01928733,0.01270979,0.143421686437
2M05272065+3442153,-9999,-1,-9999,-1,-0.164500090764
2M17400085-3004136,-9999,-1,-9999,-1,0.44045291832
2M17401193-3011157,-9999,-1,-9999,-1,0.344357364217
2M17402136-3023273,0.3129106,0.02619222,0.0545794,0.01050577,0.20769954181
2M17433330-3014403,-0.703971,0.03147964,0.1507467,0.0197414,-0.301424840796
2M17440364-3024323,-9999,-1,-9999,-1,-0.480572274348
2M17524016-2708138,0.4149335,0.02491224,0.03120352,0.009892002,-0.407249371668
2M19434673+2339376,0.1379556,0.02484035,0.0208207,0.01006661,-0.0893905291856
2M19441537+2428459,0.2295415,0.02638214,0.02209448,0.01013903,0.224758327469
2M19452280+2441465,0.2897235,0.02559453,0.03465722,0.01018367,0.111953196154
2M19472574+2441146,0.2452317,0.02485048,-0.00647874,0.00962526,-0.294846690618
2M19472750+2428129,0.325223,0.025044,0.07331716,0.01043215,-0.410096112361
2M06030338+2114396,-0.02754308,0.02973406,0.02982924,0.01235482,-0.492137289304
2M06035974+2129474,-0.2627192,0.03251512,0.04426889,0.01459909,-0.177708846253
2M06041319+2201425,-9999,-1,-9999,-1,0.128915162999
2M06050256+2139140,-0.3035503,0.03038379,0.03415302,0.01409977,0.111622255464
2M06062179+2124358,-9999,-1,-9999,-1,0.260228420409
2M05115688+3847498,-0.1703123,0.03005937,0.05766229,0.01421902,-0.345775072626
2M05143860+3823502,-0.168753,0.03031504,0.01484094,0.0133007,-0.154107791627
2M05180116+3723359,-0.09656017,0.03122295,0.01236932,0.01319985,-0.194205454155
2M17574773-2326297,-9999,-1,-9999,-1,0.457305812614
2M17575299-2330566,-9999,-1,-9999,-1,0.40278722741
2M17581254-2331007,-9999,-1,-9999,-1,0.337552522883
2M17581853-2338278,-9999,-1,-9999,-1,0.255670973104
2M17584523-2324326,-9999,-1,-9999,-1,0.28314483537
2M17591098-2355251,-9999,-1,-9999,-1,-0.0586405906079
2M18020451-2211051,0.4026021,0.02182284,-0.05768229,0.008790764,0.226596455125
2M18024072-2235151,0.4824584,0.02193794,-0.03509587,0.008744888,-0.0935355875941
2M18031918-2126109,0.427706,0.02195834,-0.0263763,0.008628911,0.344397008358
2M18040084-2233087,-9999,-1,-9999,-1,-0.344579366212
2M18093923-1841274,0.1240941,0.02733834,0.02122435,0.01145236,0.385499144717
2M06383940+0517191,-0.001852825,0.0291625,-0.03540349,0.01285197,-0.422033750977
2M20181745+3643155,-9999,-1,-9999,-1,0.499760429887
2M21163114+4902445,-0.2192154,0.03074495,0.1894888,0.01580523,-0.0418107692367
2M21163474+4933196,-0.1198173,0.02869268,0.111673,0.01429541,0.306241312506
2M00165450+6213417,-0.305518,0.03088291,0.1075057,0.01677313,-0.374167050757
2M00173380+6220268,-0.2500557,0.03053875,0.03729263,0.0157182,-0.272721606546
2M00192714+6237085,-0.3845921,0.03066103,0.05870163,0.0146921,-0.0245344995131
2M06105908+1838074,0.2057382,0.02689586,-0.0005041558,0.01039041,-0.136113835922
2M06122763+1851400,-0.252404,0.02950395,0.07046542,0.01349237,0.27877164911
2M18380913-0604025,0.4498539,0.02827946,0.3137407,0.01087822,0.176468286148
2M18415589-0533231,0.5419875,0.023476,-0.003605619,0.008185907,-0.424987955255
2M18425558-0448293,-0.3012352,0.03137728,0.1572704,0.01649521,-0.303078928155
2M17541354-2548296,-9999,-1,-9999,-1,-0.0329344920407
2M17551822-2521110,-0.1378148,0.02675326,-0.002406295,0.01200045,-0.012683030059
2M17560554-2527067,-9999,-1,-9999,-1,-0.216312105115
2M17560558-2523449,-9999,-1,-9999,-1,-0.188222716892
2M05434166+2912494,-0.6794335,0.03802799,0.1105257,0.02105637,-0.213463956442
2M05440355+3011454,-0.3400495,0.03206228,0.02457652,0.01720217,0.368873473817
2M05462489+2926136,-0.1143943,0.03088068,0.05314261,0.0131869,0.40889048892
2M05463073+2750130,-0.1569204,0.03100996,0.05634157,0.01453762,-0.404151586571
